,rlb,lrb,brl,blr,rbl,lbr
30,0.06261361617573034,0.525267709536142,0.5126594726172864,0.5068504125093787,0.11840885364532676,0.501549656038043
31,0.06679831476959791,0.4600126619232841,0.6607309929223636,0.5798986571761278,0.22471890201832845,0.4786567834533639
32,0.043227826866743875,0.427409524614919,0.48873686490365187,0.5869814930726366,0.06272243111653351,0.46427592853339955
33,0.05291578821557433,0.5325966500418754,0.6034474107683254,0.5268899035373381,0.10401295790666623,0.45931237859749846
34,0.0727044686393679,0.45992465213539835,0.6156765682906546,0.630235100994446,0.17388349241366924,0.45086539370231127
35,0.06689542358788012,0.4451850876664248,0.6637408207713313,0.6974193522203347,0.06921422987598908,0.49818029508080547
36,0.08294724181196286,0.4308069433529839,0.6124756801552418,0.5845753923604735,0.07400507795065449,0.5350419789832374
37,0.08077478643180894,0.4896421477474088,0.7249520595415707,0.6838560036294243,0.18977162588238483,0.5454998817304171
38,0.08578924493014645,0.5041919557758677,0.7312292846548405,0.6738993387480743,0.10372255341123046,0.497694469931677
39,0.037435976284517634,0.46040020260221987,0.6917917180825629,0.5851296711390166,0.12456043332184262,0.4991587011421122
40,0.034548449791035364,0.5154576226437014,0.6245241313120226,0.6553837963926529,0.11702113968370816,0.4538333224441634
41,0.021089626764806895,0.46577860306787944,0.6666810761549592,0.6411301786486453,0.05318984412104558,0.5034401430291657
42,0.06493635757767695,0.4429538979559651,0.6370666037267336,0.7547135331571163,0.09017619693100426,0.5310361360726299
43,0.0848813639970236,0.5833797979626949,0.5742944515750449,0.5563908278354326,0.11471101831471733,0.3925882757815499
44,0.06838579731088971,0.46330961549000826,0.39826364959570326,0.5594421043221195,0.10195366113804281,0.6168169842712997
45,0.08114621951156781,0.4498991276668439,0.6133175284605327,0.7132138234876951,0.12761073901144745,0.5228337884980432
46,0.07191218101125779,0.4680908787887473,0.6509548982357855,0.6936815892153074,0.21253157304520814,0.4781975456566802
47,0.06749596788513332,0.4522831643931268,0.7772310473749979,0.7158636902901336,0.04761213195957327,0.5442216224503315
48,0.05069849929852284,0.4215774393586561,0.6240414519346906,0.6746230632755595,0.09087802329797566,0.5859638667823782
49,0.03077185174164795,0.39760356869964014,0.5694296241457542,0.47824092430404574,0.23700024437719255,0.5133496369300589
