,brl heart,brl chest,brl blood,lrb heart,lrb chest,lrb blood
34,0.37761628612119685,0.8260796402190803,0.3382104735491679,0.43382115082790884,0.7824186456169197,0.13040485878161462
35,0.3634425773976878,0.830705635585081,0.46141142814727376,0.45277571556301105,0.7974681888041508,0.13152149035558183
36,0.3681965951951679,0.8065930990311021,0.37887570687713024,0.43315444215608195,0.8343301079308224,0.12491821207466597
37,0.3667553708865514,0.8249619529159891,0.3110480160640399,0.43856498538697664,0.7799263595613627,0.12175617077114298
38,0.3674165039592398,0.8193474504789575,0.33751266661999213,0.4467316230904427,0.8019959063583759,0.1555142577683566
39,0.3642825138359492,0.8299636546873815,0.446635052327945,0.4637728163427922,0.8145943860522358,0.14369020039500915
40,0.36056747619734375,0.8016635568913268,0.3244210676215393,0.44686586363640685,0.8007632555064822,0.12439727374737114
41,0.36857446368830815,0.7806914926889359,0.4208567207294497,0.49227975516195943,0.78188013060138,0.12686537007349752
42,0.3701473301691435,0.8064567244838797,0.3446445845815875,0.4395913947024799,0.8064450195452677,0.14459138105743113
43,0.3600153878182909,0.8442235045046294,0.47874572738198007,0.508697537229732,0.8188402368184706,0.11983093644434345
44,0.3720029223608409,0.7952889070068009,0.29870383956763236,0.4427001305925925,0.7831891656593247,0.12456121326508252
45,0.3639357401294493,0.8128696170420587,0.4681782355058313,0.45312254125165846,0.7663759176569249,0.13366736473593913
46,0.35849441026708456,0.8000732426568113,0.4961388514758717,0.43631438497896574,0.806309310356322,0.1265219794849478
47,0.3647623496776514,0.819148182982439,0.5085452281217223,0.4368491927768837,0.7844919677692107,0.12122437930334007
48,0.3621285567130478,0.7804513311561521,0.4418319585672309,0.43334683162557003,0.7873564043833046,0.12231689461464158
49,0.3626521685006005,0.8272946853365796,0.5870118668275457,0.43669534488178924,0.808894263269701,0.13475607703147754
