bheart,bchest,bblood,dheart,dchest,dblood,mlheart,mlchest,mlblood,mheart,mchest,mblood
0.6180108317490489,1.0,0.1840519485522132,0.621005981998943,1.0,0.1873471153783364,0.8616376389235558,1.0,1.0,0.6179938163416665,1.0,0.1884585720258295
0.6173474319536973,1.0,0.1790769477180727,0.6210059819992153,1.0,0.1873471153760147,0.8616374906206806,1.0,1.0,0.6179938396396477,1.0,0.1884586337999928
0.616343224833773,1.0,0.1828845857632156,0.6210059819991239,1.0,0.1873471153793949,0.8616376313620041,1.0,1.0,0.6179938645180583,1.0,0.1884587370837137
0.6192200168048222,1.0,0.1751509800693739,0.6210059819988432,1.0,0.1873471153801324,0.8616376868141999,1.0,1.0,0.6179938160471224,1.0,0.1884585717213758
0.617938445511211,1.0,0.1834749343552168,0.6210059819990191,1.0,0.1873471153797323,0.8616375900788252,1.0,1.0,0.6179938154435807,1.0,0.1884585698013798
0.6198846264848215,1.0,0.1889408471560183,0.6210059819994372,1.0,0.187347115381367,0.8616376523349978,1.0,1.0,0.6179938168497743,1.0,0.1884585728103391
0.6176843174192665,1.0,0.1830486441426151,0.6210059819990902,1.0,0.1873471153764906,0.8616376217520993,1.0,1.0,0.6179938292976691,1.0,0.1884586007199917
0.6191996632421106,1.0,0.1860596076787583,0.6210059819994816,1.0,0.1873471153796051,0.8616375924698159,1.0,1.0,0.6179938182217892,1.0,0.1884585762700629
0.6187385572433827,1.0,0.1855859827605881,0.6210059819994455,1.0,0.1873471153803034,0.861637599863931,1.0,1.0,0.6179938418848139,1.0,0.1884586647085864
0.6183338829138117,1.0,0.1852478405626643,0.6210059819990529,1.0,0.187347115382543,0.8616375058631226,1.0,1.0,0.6179938487310612,1.0,0.18845866784174
0.6185513884510649,1.0,0.1850109498436546,0.6210059819990207,1.0,0.1873471153826828,0.8616375067804778,1.0,1.0,0.6179938229229823,1.0,0.1884585946316053
0.6179612330490618,1.0,0.1836757294055467,0.6210059819996897,1.0,0.1873471153762535,0.8616375983592123,1.0,1.0,0.6179938287852932,1.0,0.1884586076767433
0.6177431317737594,1.0,0.1856869425233804,0.6210059819990738,1.0,0.1873471153795169,0.8616376187632315,1.0,1.0,0.6179938150080936,1.0,0.188458567241083
0.6182313100454067,1.0,0.1857846366663627,0.6210059819991953,1.0,0.1873471153817925,0.861637502859009,1.0,1.0,0.6179938176037696,1.0,0.188458575176065
0.618237571942852,1.0,0.1841357961082477,0.6210059819994581,1.0,0.1873471153813873,0.8616375903002079,1.0,1.0,0.6179938165407,1.0,0.1884585741201431
0.6179433632481265,1.0,0.1868076190168836,0.6210059819994156,1.0,0.1873471153796716,0.8616376484733627,1.0,1.0,0.6179938199752937,1.0,0.1884585771170898
0.61919228976134,1.0,0.1864731519007825,0.6210059819992463,1.0,0.1873471153804734,0.8616375841047735,1.0,1.0,0.617993817492736,1.0,0.1884585734906553
0.6189406864855114,1.0,0.1866356240881113,0.6210059819990313,1.0,0.1873471153779154,0.8616374167377518,1.0,1.0,0.6179938155125425,1.0,0.1884585709287335
0.6184726502301736,1.0,0.1903478043674179,0.6210059819991716,1.0,0.1873471153800454,0.8616375693160593,1.0,1.0,0.6179938147576193,1.0,0.188458568241708
0.6172907878700399,1.0,0.1847996677460815,0.6210059819993808,1.0,0.1873471153804115,0.861636883209634,1.0,1.0,0.6179938185107633,1.0,0.1884585803084029
0.6175449417401944,1.0,0.1822894119210633,0.6210059819988321,1.0,0.1873471153780397,0.8616376401564797,1.0,1.0,0.6179938147135261,1.0,0.1884585679985784
0.617830971945743,1.0,0.183796218845516,0.6210059819991978,1.0,0.1873471153782065,0.8616375303960015,1.0,1.0,0.6179938248736089,1.0,0.188458590799643
0.6177404370955951,1.0,0.1837439759555819,0.6210059819994469,1.0,0.1873471153772186,0.8616376666718595,1.0,1.0,0.6179938181379402,1.0,0.188458574407916
0.6181131086986161,1.0,0.1864602621148816,0.6210059819989278,1.0,0.1873471153787104,0.861637566440032,1.0,1.0,0.6179938279526582,1.0,0.18845860116090
