,heart,chest,blood,input type
68,0.3914916524160826,0.8467635784520173,0.11918370256133624,hbrrbl
69,0.3984975552456209,0.8243000895726764,0.11266472769102065,hrrbbl
70,0.40328796312741616,0.841597841088685,0.11889390850156635,hlrrbb
71,0.4287886865323917,0.8588456787278868,0.12388803512691729,hrrbbl
72,0.40591381276913674,0.9026790315503339,0.1159342021905481,hbrlbr
73,0.4098344166232586,0.840614805492951,0.12265041557084366,hbrlbr
74,0.40843058889647355,0.8379999146716688,0.12198700618660968,hlrrbb
75,0.3816862816759027,0.8346421075322591,0.12310942370475776,hbrrbl
76,0.41561200648822966,0.8807741638057277,0.12443405628565433,hrrbbl
77,0.3857077964836709,0.8485853852033372,0.1147459600271263,hlrbbr
78,0.42170376945448,0.7977618306533684,0.11755976401079093,hlrrbb
79,0.39992936748597224,0.8973493719535761,0.11339078981806829,hbrrbl
80,0.4119783626724915,0.8270830508961268,0.11498715006751371,hrrbbl
81,0.38864025142141784,0.8389412590312099,0.12087240996214352,hlrbbr
82,0.39664061621810576,0.8147258025081509,0.11963778777716104,hbrlbr
83,0.39722460116984454,0.8566280305294134,0.11647981513197668,hbrrbl
84,0.39130356133193045,0.8442602265646973,0.11250214430412843,hlrbbr
85,0.3877225894957967,0.8318733070869495,0.12163081882912204,hlrbbr
86,0.379316184527983,0.8407217437621749,0.12110110060573949,hlrbbr
87,0.41045970041878943,0.8448445176338869,0.1256627335612198,hrrbbl
88,0.4083243048357719,0.8275082163734171,0.11842090135475326,hrrbbl
89,1.4032710005643598,1.566139348674845,0.24539055346178767,hrrbbl
90,0.5511878159003755,1.0434397011837566,0.12183044009841724,hbrlbr
91,0.8753396448256153,2.5893259860750995,2.7322546702222654,hlrrbb
92,0.3773986876034635,0.8445222711833752,0.11730792482240014,hbrlbr
93,0.3819562076529573,0.828548903935672,0.1174538576200323,hlrbbr
94,0.39849493333493996,0.8321926772495668,0.10757604870394652,hbrlbr
95,0.38119979659089637,0.8006406156892671,0.11034022901351413,hbrrbl
96,0.38415812012626643,0.8597566201396362,0.11714577669174425,hlrbbr
97,0.4144662860417376,0.8308881494423405,0.12413946749053692,hbrrbl
98,0.4043087857898426,0.8179416781890658,0.11566784481078425,hlrrbb
99,0.419137197729964,0.8574586356535427,0.10741037838997208,hrrbbl
